userName,content,score,at,label_num,label,text_Clean,text_Normalization,text_StopWord,text_Tokenization,text_Stemmindo,text_String
Pengguna Google,Lebih mudah dan nyaman dlm transaksi terimakasih BRImo🙏,5,2025-01-31 07:14:50,1,positive,lebih mudah dan nyaman dlm transaksi terimakasih brimo,lebih mudah dan nyaman dalam transaksi terimakasih brimo,mudah nyaman transaksi terimakasih brimo,"['mudah', 'nyaman', 'transaksi', 'terimakasih', 'brimo']","['mudah', 'nyaman', 'transaksi', 'terimakasih', 'brimo']",mudah nyaman transaksi terimakasih brimo
Pengguna Google,"Setiap ganti device pasti muncul kode rule,udah pakai arahan yang sesuai tapi tetap muncul kode rule,ini sangat menggangu sumpah",1,2025-01-31 07:00:01,-1,negative,setiap ganti device pasti muncul kode rule udah pakai arahan yang sesuai tapi tetap muncul kode rule ini sangat menggangu sumpah,setiap ganti device pasti muncul kode rule sudah pakai arahan yang sesuai tapi tetap muncul kode rule ini sangat menggangu sumpah,ganti device muncul kode rule pakai arahan sesuai muncul kode rule menggangu sumpah,"['ganti', 'device', 'muncul', 'kode', 'rule', 'pakai', 'arahan', 'sesuai', 'muncul', 'kode', 'rule', 'menggangu', 'sumpah']","['ganti', 'device', 'muncul', 'kode', 'rule', 'pakai', 'arah', 'sesuai', 'muncul', 'kode', 'rule', 'menggangu', 'sumpah']",ganti device muncul kode rule pakai arah sesuai muncul kode rule menggangu sumpah
Pengguna Google,Sangat membantu,5,2025-01-31 06:48:13,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,kenapa tiba-tiba username dan password salah ya? padahal udah jelas betul yang saya masukkan itu benar.,1,2025-01-31 06:47:27,-1,negative,kenapa tiba tiba username dan password salah ya padahal udah jelas betul yang saya masukkan itu benar,kenapa tiba tiba username dan password salah ya padahal sudah jelas betul yang saya masukkan itu benar,username password salah ya masukkan,"['username', 'password', 'salah', 'ya', 'masukkan']","['username', 'password', 'salah', 'ya', 'masuk']",username password salah masuk
Pengguna Google,Sangat sangat memuaskan...,5,2025-01-31 06:38:30,1,positive,sangat sangat memuaskan,sangat sangat memuaskan,memuaskan,['memuaskan'],['muas'],muas
Pengguna Google,Lebi mudah menggunakan brimo,5,2025-01-31 06:36:36,1,positive,lebi mudah menggunakan brimo,lebi mudah menggunakan brimo,lebi mudah brimo,"['lebi', 'mudah', 'brimo']","['lebi', 'mudah', 'brimo']",lebi mudah brimo
Pengguna Google,"Nyaman ,mudah",5,2025-01-31 06:31:48,1,positive,nyaman mudah,nyaman mudah,nyaman mudah,"['nyaman', 'mudah']","['nyaman', 'mudah']",nyaman mudah
Pengguna Google,Baik,5,2025-01-31 06:16:45,1,positive,baik,baik,,[],[],
Pengguna Google,Bagus,5,2025-01-31 06:09:45,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,lebih praktis,5,2025-01-31 06:05:39,1,positive,lebih praktis,lebih praktis,praktis,['praktis'],['praktis'],praktis
Pengguna Google,sangat puasa dan bagus 👍👍👍👍👍,5,2025-01-31 06:00:18,1,positive,sangat puasa dan bagus,sangat puasa dan bagus,puasa bagus,"['puasa', 'bagus']","['puasa', 'bagus']",puasa bagus
Pengguna Google,Nthlah pengen selalu di update 🥺,3,2025-01-31 05:41:40,0,neutral,nthlah pengen selalu di update,nthlah pengin selalu di update,nthlah pengin update,"['nthlah', 'pengin', 'update']","['nthlah', 'pengin', 'update']",nthlah pengin update
Pengguna Google,"Masih baik""aja..",5,2025-01-31 05:07:44,1,positive,masih baik aja,masih baik saja,,[],[],
Pengguna Google,"Tambahkan Tema Dark Gan.,",5,2025-01-31 04:45:31,1,positive,tambahkan tema dark gan,tambahkan tema dark gan,tambahkan tema dark gan,"['tambahkan', 'tema', 'dark', 'gan']","['tambah', 'tema', 'dark', 'gan']",tambah tema dark
Pengguna Google,Transfer antar bank cepat,5,2025-01-31 04:26:55,1,positive,transfer antar bank cepat,transfer antar bank cepat,transfer bank cepat,"['transfer', 'bank', 'cepat']","['transfer', 'bank', 'cepat']",transfer bank cepat
Pengguna Google,sangat membantu,5,2025-01-31 04:22:09,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,Memudahkan segala urusan,5,2025-01-31 03:32:41,1,positive,memudahkan segala urusan,memudahkan segala urusan,memudahkan urusan,"['memudahkan', 'urusan']","['mudah', 'urus']",mudah urus
Pengguna Google,🤘🤘🤘🤘🤘,5,2025-01-31 03:19:09,1,positive,,,,[],[],
Pengguna Google,"uang saya hilang 1jt di Bri,saat proses penarikan,saldo terpotong tapi uang tidak keluar.sudah di ajukan tapi resfon sangat lambat",1,2025-01-31 02:35:00,-1,negative,uang saya hilang 1jt di bri saat proses penarikan saldo terpotong tapi uang tidak keluar sudah di ajukan tapi resfon sangat lambat,uang saya hilang 1jt di bri saat proses penarikan saldo terpotong tapi uang tidak keluar sudah di ajukan tapi resfon sangat lambat,uang hilang 1jt bri proses penarikan saldo terpotong uang ajukan resfon lambat,"['uang', 'hilang', '1jt', 'bri', 'proses', 'penarikan', 'saldo', 'terpotong', 'uang', 'ajukan', 'resfon', 'lambat']","['uang', 'hilang', '1jt', 'bri', 'proses', 'tari', 'saldo', 'potong', 'uang', 'aju', 'resfon', 'lambat']",uang hilang proses tari saldo potong uang resfon lambat
Pengguna Google,HALO BRI SETELAH DI UPDATE KOK JADI HILANG SALDO NYAAAA. KEMBALIKAN SALDOKU SEGERAAAAAAAAA,1,2025-01-31 02:31:52,-1,negative,halo bri setelah di update kok jadi hilang saldo nyaaaa kembalikan saldoku segeraaaaaaaaa,halo bri setelah di update kok jadi hilang saldo nya kembalikan saldoku segeraaaaaaaaa,halo bri update hilang saldo nya kembalikan saldoku segeraaaaaaaaa,"['halo', 'bri', 'update', 'hilang', 'saldo', 'nya', 'kembalikan', 'saldoku', 'segeraaaaaaaaa']","['halo', 'bri', 'update', 'hilang', 'saldo', 'nya', 'kembali', 'saldo', 'segeraaaaaaaaa']",halo update hilang saldo kembali saldo segeraaaaaaaaa
Pengguna Google,Sangat mudah untuk traksaksi,5,2025-01-31 02:22:27,1,positive,sangat mudah untuk traksaksi,sangat mudah untuk traksaksi,mudah traksaksi,"['mudah', 'traksaksi']","['mudah', 'traksaksi']",mudah traksaksi
Pengguna Google,"Kenapa verifikasi pencocokan wajah prosesnya lama sekali,,sudah 1 hari gak ada perubahan",1,2025-01-31 02:10:27,-1,negative,kenapa verifikasi pencocokan wajah prosesnya lama sekali sudah 1 hari gak ada perubahan,kenapa verifikasi pencocokan wajah prosesnya lama sekali sudah 1 hari tidak ada perubahan,verifikasi pencocokan wajah prosesnya 1 perubahan,"['verifikasi', 'pencocokan', 'wajah', 'prosesnya', '1', 'perubahan']","['verifikasi', 'cocok', 'wajah', 'proses', '1', 'ubah']",verifikasi cocok wajah proses ubah
Pengguna Google,"Sering eror kalau mau kirim uang ke e wallet, semoga di perbaiki bugnya ya",4,2025-01-31 02:08:36,1,positive,sering eror kalau mau kirim uang ke e wallet semoga di perbaiki bugnya ya,sering eror kalau mau kirim uang ke e wallet semoga di perbaiki bugnya ya,eror kirim uang e wallet semoga perbaiki bugnya ya,"['eror', 'kirim', 'uang', 'e', 'wallet', 'semoga', 'perbaiki', 'bugnya', 'ya']","['eror', 'kirim', 'uang', 'e', 'wallet', 'moga', 'baik', 'bugnya', 'ya']",eror kirim uang wallet moga baik bugnya
Pengguna Google,Cepat sangat bagus,5,2025-01-31 02:06:13,1,positive,cepat sangat bagus,cepat sangat bagus,cepat bagus,"['cepat', 'bagus']","['cepat', 'bagus']",cepat bagus
Pengguna Google,Gak ad cara masuk lain k ? Selain lewat sms ? Kalau kartunya mati atw hilang bagaiman ? Ayolah parah,4,2025-01-31 01:58:29,1,positive,gak ad cara masuk lain k selain lewat sms kalau kartunya mati atw hilang bagaiman ayolah parah,tidak ada cara masuk lain ke selain lewat sms kalau kartunya mati atau hilang bagaiman ayolah parah,masuk sms kartunya mati hilang bagaiman ayolah parah,"['masuk', 'sms', 'kartunya', 'mati', 'hilang', 'bagaiman', 'ayolah', 'parah']","['masuk', 'sms', 'kartu', 'mati', 'hilang', 'bagaiman', 'ayo', 'parah']",masuk kartu mati hilang bagaiman parah
Pengguna Google,Bagus,5,2025-01-31 01:48:56,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,Mantap,5,2025-01-31 01:37:31,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
Pengguna Google,okee bnget,5,2025-01-31 01:31:35,1,positive,okee bnget,okee banget,okee banget,"['okee', 'banget']","['okee', 'banget']",okee banget
Pengguna Google,apk DJANCOOOKKK malah nglog'out dengan sendirinya sekarang gbs login cookk bangsaat💩💩💩👎👎👎,1,2025-01-31 01:29:46,-1,negative,apk djancoookkk malah nglog dengan sendirinya sekarang gbs login cookk bangsaat,apk djancoookkk malah nglog dengan sendirinya sekarang tidak bisa login cookk bangsaat,apk djancoookkk nglog login cookk bangsaat,"['apk', 'djancoookkk', 'nglog', 'login', 'cookk', 'bangsaat']","['apk', 'djancoookkk', 'nglog', 'login', 'cookk', 'bangsaat']",djancoookkk nglog login cookk bangsaat
Pengguna Google,Sementara gue brikan bintang 5,5,2025-01-31 01:02:53,1,positive,sementara gue brikan bintang 5,sementara gue brikan bintang 5,gue brikan bintang 5,"['gue', 'brikan', 'bintang', '5']","['gue', 'brikan', 'bintang', '5']",brikan bintang
Pengguna Google,Sangat memudah kan dalam segala urusan,5,2025-01-31 00:49:50,1,positive,sangat memudah kan dalam segala urusan,sangat memudah kan dalam segala urusan,memudah urusan,"['memudah', 'urusan']","['mudah', 'urus']",mudah urus
Pengguna Google,Transaksi lancar..semoga tinggkatkan lagi,5,2025-01-31 00:40:29,1,positive,transaksi lancar semoga tinggkatkan lagi,transaksi lancar semoga tinggkatkan lagi,transaksi lancar semoga tinggkatkan,"['transaksi', 'lancar', 'semoga', 'tinggkatkan']","['transaksi', 'lancar', 'moga', 'tinggkatkan']",transaksi lancar moga tinggkatkan
Pengguna Google,Sangat memuaskan,5,2025-01-31 00:37:52,1,positive,sangat memuaskan,sangat memuaskan,memuaskan,['memuaskan'],['muas'],muas
Pengguna Google,Good,5,2025-01-31 00:32:33,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,Transaksi apa saja jadi lebih mudah,5,2025-01-31 00:25:57,1,positive,transaksi apa saja jadi lebih mudah,transaksi apa saja jadi lebih mudah,transaksi mudah,"['transaksi', 'mudah']","['transaksi', 'mudah']",transaksi mudah
Pengguna Google,Baik dan mudah digunakan,5,2025-01-31 00:12:05,1,positive,baik dan mudah digunakan,baik dan mudah digunakan,mudah,['mudah'],['mudah'],mudah
Pengguna Google,Bagus bangetttt,5,2025-01-31 00:08:09,1,positive,bagus bangetttt,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
Pengguna Google,terimakasih buat pihak brimo delvoper selama saya mengunakan aplikasi brimo selalu lancar dan tidak ada kendala apapun di saat transaksi saldo Dan Penarikan dana buat pihak brimo terus tingkatkan kinerja Nya ya supaya lebih banyak lagi yang mengunakan aplikasi brimo ini cukup itu saja ulasan dari saya terimakasih semoga bermanfaat ☺️🥰😘🙏🙏,5,2025-01-30 23:52:40,1,positive,terimakasih buat pihak brimo delvoper selama saya mengunakan aplikasi brimo selalu lancar dan tidak ada kendala apapun di saat transaksi saldo dan penarikan dana buat pihak brimo terus tingkatkan kinerja nya ya supaya lebih banyak lagi yang mengunakan aplikasi brimo ini cukup itu saja ulasan dari saya terimakasih semoga bermanfaat,terimakasih buat pihak brimo delvoper selama saya mengunakan aplikasi brimo selalu lancar dan tidak ada kendala apapun di saat transaksi saldo dan penarikan dana buat pihak brimo terus tingkatkan kinerja ya ya supaya lebih banyak lagi yang mengunakan aplikasi brimo ini cukup itu saja ulasan dari saya terimakasih semoga bermanfaat,terimakasih brimo delvoper mengunakan aplikasi brimo lancar kendala apapun transaksi saldo penarikan dana brimo tingkatkan kinerja ya ya mengunakan aplikasi brimo ulasan terimakasih semoga bermanfaat,"['terimakasih', 'brimo', 'delvoper', 'mengunakan', 'aplikasi', 'brimo', 'lancar', 'kendala', 'apapun', 'transaksi', 'saldo', 'penarikan', 'dana', 'brimo', 'tingkatkan', 'kinerja', 'ya', 'ya', 'mengunakan', 'aplikasi', 'brimo', 'ulasan', 'terimakasih', 'semoga', 'bermanfaat']","['terimakasih', 'brimo', 'delvoper', 'mengunakan', 'aplikasi', 'brimo', 'lancar', 'kendala', 'apa', 'transaksi', 'saldo', 'tari', 'dana', 'brimo', 'tingkat', 'kerja', 'ya', 'ya', 'mengunakan', 'aplikasi', 'brimo', 'ulas', 'terimakasih', 'moga', 'manfaat']",terimakasih brimo delvoper mengunakan aplikasi brimo lancar kendala transaksi saldo tari dana brimo tingkat kerja mengunakan aplikasi brimo ulas terimakasih moga manfaat
Pengguna Google,Alhamdulillah lancar dan sukses selalu,5,2025-01-30 23:40:56,1,positive,alhamdulillah lancar dan sukses selalu,alhamdulillah lancar dan sukses selalu,alhamdulillah lancar sukses,"['alhamdulillah', 'lancar', 'sukses']","['alhamdulillah', 'lancar', 'sukses']",alhamdulillah lancar sukses
Pengguna Google,Stelah di update ga bisa di buka,4,2025-01-30 23:31:35,1,positive,stelah di update ga bisa di buka,setelah di update tidak bisa di buka,update buka,"['update', 'buka']","['update', 'buka']",update buka
Pengguna Google,Layanan puas,5,2025-01-30 23:27:17,1,positive,layanan puas,layanan puas,layanan puas,"['layanan', 'puas']","['layan', 'puas']",layan puas
Pengguna Google,Bagus brimo bri,5,2025-01-30 23:23:10,1,positive,bagus brimo bri,bagus brimo bri,bagus brimo bri,"['bagus', 'brimo', 'bri']","['bagus', 'brimo', 'bri']",bagus brimo
Pengguna Google,Bagus lebih praktis lebih mudah jga semoga lancar trus brimo,5,2025-01-30 23:14:09,1,positive,bagus lebih praktis lebih mudah jga semoga lancar trus brimo,bagus lebih praktis lebih mudah juga semoga lancar terus brimo,bagus praktis mudah semoga lancar brimo,"['bagus', 'praktis', 'mudah', 'semoga', 'lancar', 'brimo']","['bagus', 'praktis', 'mudah', 'moga', 'lancar', 'brimo']",bagus praktis mudah moga lancar brimo
Pengguna Google,Pelayanan terbaik,5,2025-01-30 23:12:03,1,positive,pelayanan terbaik,pelayanan terbaik,pelayanan terbaik,"['pelayanan', 'terbaik']","['layan', 'baik']",layan baik
Pengguna Google,Ok,5,2025-01-30 23:00:13,1,positive,ok,ok,ok,['ok'],['ok'],
Pengguna Google,Good,5,2025-01-30 22:53:49,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,ga bisa update,4,2025-01-30 22:42:08,1,positive,ga bisa update,tidak bisa update,update,['update'],['update'],update
Pengguna Google,"Udah daftar ga bisa verfikasi wajah,apa solusinya. Apa solusinya pak?",1,2025-01-30 22:32:01,-1,negative,udah daftar ga bisa verfikasi wajah apa solusinya apa solusinya pak,sudah daftar tidak bisa verfikasi wajah apa solusinya apa solusinya pak,daftar verfikasi wajah solusinya solusinya,"['daftar', 'verfikasi', 'wajah', 'solusinya', 'solusinya']","['daftar', 'verfikasi', 'wajah', 'solusi', 'solusi']",daftar verfikasi wajah solusi solusi
Pengguna Google,"Dengan adanya aplikasi ini lebih memudahkan transaksi apa aja,efisien wkt,smg amanah",5,2025-01-30 22:27:23,1,positive,dengan adanya aplikasi ini lebih memudahkan transaksi apa aja efisien wkt smg amanah,dengan adanya aplikasi ini lebih memudahkan transaksi apa saja efisien waktu semoga amanah,aplikasi memudahkan transaksi efisien semoga amanah,"['aplikasi', 'memudahkan', 'transaksi', 'efisien', 'semoga', 'amanah']","['aplikasi', 'mudah', 'transaksi', 'efisien', 'moga', 'amanah']",aplikasi mudah transaksi efisien moga amanah
Pengguna Google,Sangat puas,5,2025-01-30 22:26:27,1,positive,sangat puas,sangat puas,puas,['puas'],['puas'],puas
Pengguna Google,Sangat membantu dalam proses transaksi,5,2025-01-30 22:23:06,1,positive,sangat membantu dalam proses transaksi,sangat membantu dalam proses transaksi,membantu proses transaksi,"['membantu', 'proses', 'transaksi']","['bantu', 'proses', 'transaksi']",bantu proses transaksi
Pengguna Google,baik,5,2025-01-30 22:20:05,1,positive,baik,baik,,[],[],
Pengguna Google,Luar biasa,5,2025-01-30 22:18:38,1,positive,luar biasa,luar biasa,,[],[],
Pengguna Google,Good,5,2025-01-30 22:17:10,1,positive,good,good,good,['good'],['good'],good
Pengguna Google,Sangat memudahkan transaksi,5,2025-01-30 22:05:40,1,positive,sangat memudahkan transaksi,sangat memudahkan transaksi,memudahkan transaksi,"['memudahkan', 'transaksi']","['mudah', 'transaksi']",mudah transaksi
Pengguna Google,"Wis mantap aplikasinya, sangat sangat membantu banget",5,2025-01-30 21:52:24,1,positive,wis mantap aplikasinya sangat sangat membantu banget,wis mantap aplikasinya sangat sangat membantu banget,wis mantap aplikasinya membantu banget,"['wis', 'mantap', 'aplikasinya', 'membantu', 'banget']","['wis', 'mantap', 'aplikasi', 'bantu', 'banget']",mantap aplikasi bantu banget
Pengguna Google,aplikasi nya mudah di gunakan,5,2025-01-30 21:49:16,1,positive,aplikasi nya mudah di gunakan,aplikasi ya mudah di gunakan,aplikasi ya mudah,"['aplikasi', 'ya', 'mudah']","['aplikasi', 'ya', 'mudah']",aplikasi mudah
Pengguna Google,Oke,1,2025-01-30 21:49:00,-1,negative,oke,oke,oke,['oke'],['oke'],
Pengguna Google,Sangat membantu,4,2025-01-30 21:46:32,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,"kok ga bisa tekan titik ya (.) tolong di bantu ,mau log in juga di persulit",1,2025-01-30 21:45:11,-1,negative,kok ga bisa tekan titik ya tolong di bantu mau log in juga di persulit,kok tidak bisa tekan titik ya tolong di bantu mau log ini juga di persulit,tekan titik ya tolong bantu log persulit,"['tekan', 'titik', 'ya', 'tolong', 'bantu', 'log', 'persulit']","['tekan', 'titik', 'ya', 'tolong', 'bantu', 'log', 'sulit']",tekan titik tolong bantu sulit
Pengguna Google,bagus,5,2025-01-30 21:42:39,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,Sangat membantu,5,2025-01-30 21:40:25,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,pengiriman cepat dan aman,5,2025-01-30 21:33:40,1,positive,pengiriman cepat dan aman,pengiriman cepat dan aman,pengiriman cepat aman,"['pengiriman', 'cepat', 'aman']","['kirim', 'cepat', 'aman']",kirim cepat aman
Pengguna Google,"Sudah komplit metode pengirimannya, dan gratis biaya transfer, dan perbanyak lagi gratis biaya tranfernya✌️✌️",5,2025-01-30 21:33:39,1,positive,sudah komplit metode pengirimannya dan gratis biaya transfer dan perbanyak lagi gratis biaya tranfernya,sudah komplit metode pengirimannya dan gratis biaya transfer dan perbanyak lagi gratis biaya tranfernya,komplit metode pengirimannya gratis biaya transfer perbanyak gratis biaya tranfernya,"['komplit', 'metode', 'pengirimannya', 'gratis', 'biaya', 'transfer', 'perbanyak', 'gratis', 'biaya', 'tranfernya']","['komplit', 'metode', 'kirim', 'gratis', 'biaya', 'transfer', 'banyak', 'gratis', 'biaya', 'tranfernya']",komplit metode kirim gratis biaya transfer banyak gratis biaya tranfernya
Pengguna Google,Saya tidak bisa buka kamera depan gmnh tolong di perbaiki saya susah verifikasi kamera depan,1,2025-01-30 21:31:51,-1,negative,saya tidak bisa buka kamera depan gmnh tolong di perbaiki saya susah verifikasi kamera depan,saya tidak bisa buka kamera depan gmnh tolong di perbaiki saya susah verifikasi kamera depan,buka kamera gmnh tolong perbaiki susah verifikasi kamera,"['buka', 'kamera', 'gmnh', 'tolong', 'perbaiki', 'susah', 'verifikasi', 'kamera']","['buka', 'kamera', 'gmnh', 'tolong', 'baik', 'susah', 'verifikasi', 'kamera']",buka kamera gmnh tolong baik susah verifikasi kamera
Pengguna Google,Baik,5,2025-01-30 21:31:31,1,positive,baik,baik,,[],[],
Pengguna Google,"Mantab, Pelayanan CS BRI jg Cakep...",5,2025-01-30 21:31:03,1,positive,mantab pelayanan cs bri jg cakep,mantab pelayanan cs bri juga cakep,mantab pelayanan cs bri cakep,"['mantab', 'pelayanan', 'cs', 'bri', 'cakep']","['mantab', 'layan', 'cs', 'bri', 'cakep']",mantab layan cakep
Pengguna Google,coba,5,2025-01-30 21:30:18,1,positive,coba,coba,coba,['coba'],['coba'],coba
Pengguna Google,Sangat baik dan membantu,5,2025-01-30 21:27:52,1,positive,sangat baik dan membantu,sangat baik dan membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,Joooooos,5,2025-01-30 21:26:45,1,positive,joooooos,joooooos,joooooos,['joooooos'],['joooooos'],joooooos
Pengguna Google,Ok banget,5,2025-01-30 21:23:04,1,positive,ok banget,ok banget,ok banget,"['ok', 'banget']","['ok', 'banget']",banget
Pengguna Google,Bagus,5,2025-01-30 21:22:37,1,positive,bagus,bagus,bagus,['bagus'],['bagus'],bagus
Pengguna Google,Sangat bagus dan mudah,5,2025-01-30 21:16:38,1,positive,sangat bagus dan mudah,sangat bagus dan mudah,bagus mudah,"['bagus', 'mudah']","['bagus', 'mudah']",bagus mudah
Pengguna Google,sangat membantu,5,2025-01-30 21:14:18,1,positive,sangat membantu,sangat membantu,membantu,['membantu'],['bantu'],bantu
Pengguna Google,The best,5,2025-01-30 21:12:20,1,positive,the best,the best,the best,"['the', 'best']","['the', 'best']",best
Pengguna Google,Besar manfaatnya dgn brimo,5,2025-01-30 21:10:47,1,positive,besar manfaatnya dgn brimo,besar manfaatnya dengan brimo,manfaatnya brimo,"['manfaatnya', 'brimo']","['manfaat', 'brimo']",manfaat brimo
Pengguna Google,Sangat² baguss,5,2025-01-30 21:08:48,1,positive,sangat² baguss,sangat² bagus,sangat² bagus,"['sangat²', 'bagus']","['sangat', 'bagus']",sangat bagus
Pengguna Google,Mantap,5,2025-01-30 21:05:34,1,positive,mantap,mantap,mantap,['mantap'],['mantap'],mantap
